processo_enquadramento,fornecedor,cnpj_cpf,contratacao_objeto,fundamento_legal,vigencia_inicio,vigencia_fim,contrato_valor_txt,contrato_saldo_bruto,situacao,contrato_currency,contrato_amount
Dispensa,L. F. DE SOUZA COMERCIO DE MOVEIS E,08.208.236/0001-20,Ar condicionado split 80000BTU 220V,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,09/03/2018,"R$ 32.400,00","R$ 0,00",Concluído,R$,32400.00
Dispensa,SIMOES & BARROS COMERCIO DE,04.576.422/0001-60,Anel de vedação seção  O,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,23/04/2018,"R$ 120,00","R$ 120,00",Ativo,R$,120.00
Dispensa,ASTM ACESSORIOS SERVICOS TECNICOS,63.034.847/0001-07,Parafuso estojo,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,12/04/2018,"R$ 658,52","R$ 658,52",Ativo,R$,658.52
Inexigibilidade,ATLAS COPCO BRASIL LTDA,57.029.431/0047-80,Elemento compressor,"Dec 2745, 2.3, A - Aquisição de materiais, equip, gêneros co",26/01/2018,27/03/2018,"R$ 266.904,85","R$ 0,00",Concluído,R$,266904.85
Dispensa,POLO COMERCIO E SERVICOS LTDA,01.113.887/0001-97,CORPO ESPECÍFICO PARA VÁLVULA SOLENÓIDE.,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,07/05/2018,"R$ 9.450,01","R$ 9.450,01",Ativo,R$,9450.01
Dispensa,UPPEL - UNIDADE PAULISTA DE PECAS E,05.155.226/0001-85,ELEMENTO ESPECÍFICO: PARTES: DE ÓLEO COMBUSTÍVEL.,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,03/03/2018,"R$ 973,55","R$ 0,00",Concluído,R$,973.55
Dispensa,VITÓRIA ENGENHARIA E COMÉRCIO LTDA,10.407.131/0001-41,FILTRO EM PAINEL TIPO BOLSA DE AR PARA FILTRAGEM SECUNDÁRIA.,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,18/03/2018,"R$ 28.095,38","R$ 0,00",Concluído,R$,28095.38
Dispensa,RACCO EQUIPAMENTOS E SERVICOS LTDA,20.275.749/0001-59,LANTERNA DE MÃO.,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,18/03/2018,"R$ 6.000,00","R$ -960,00",Concluído,R$,6000.00
Dispensa,MIR SERVICOS DE SOLDA E USINAGEM,07.662.837/0001-45,Atendimento às solicitações: - 3.839935: - 3.839.925 - 3.839,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,27/01/2018,"R$ 80,15","R$ 80,15",Concluído,R$,80.15
Dispensa,METALURGICA JOPER LTDA,88.270.186/0001-40,PEÇAS USINADAS,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",27/01/2018,20/02/2018,"R$ 6.921,48","R$ 6.921,48",Ativo,R$,6921.48
Dispensa,IMBRAMAQ - EQUIPAMENTOS E SERVICOS,03.610.931/0001-08,PEÇAS USINADAS,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",27/01/2018,07/03/2018,"R$ 19.464,16","R$ 19.464,16",Ativo,R$,19464.16
Dispensa,GRAFICA AQUARIUS LTDA - ME,27.065.614/0001-08,Impressos Campanha de Segurança,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,25/02/2018,"R$ 8.822,46","R$ 0,00",Concluído,R$,8822.46
Dispensa,CBA - BORRACHAS E PLASTICOS,54.113.238/0001-52,CORREIA E TARUGO DE NYLON,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,28/02/2018,"R$ 667,00","R$ 667,00",Ativo,R$,667.00
Dispensa,PHASED BRASIL LTDA - ME,19.403.693/0001-91,Inspeção de fabricação nos EUA atender pedidos da SEMAPETRO,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",29/01/2018,27/02/2018,"R$ 9.943,28","R$ 9.943,28",Concluído,R$,9943.28
Dispensa,TEADIT JUNTAS LTDA,62.948.658/0001-87,JUNTAS ESPIRAL,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,06/02/2018,"R$ 482,29","R$ 0,00",Concluído,R$,482.29
Dispensa,SGS DO BRASIL LTDA,33.182.809/0001-30,Inspeção de fabricação na Coreia atender pedidos da DAI HAN,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",30/01/2018,28/02/2018,"R$ 13.761,80","R$ 13.761,80",Concluído,R$,13761.80
Dispensa,WIKA DO BRASIL INDUSTRIA E COMERCIO,61.128.500/0001-06,PLACA DE ORIFÍCIO,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",25/01/2018,23/04/2018,"R$ 1.267,74","R$ 1.267,74",Ativo,R$,1267.74
Dispensa,PERSHY CHEMICALS INDUSTRIA E COM.DE,31.865.488/0001-43,Sulfato de sódio,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,05/03/2018,"R$ 1.600,00","R$ 1.600,00",Ativo,R$,1600.00
Dispensa,HGS VALVULAS CONEXOES E ACESSORIOS,13.595.003/0001-67,Acoplamento flexível,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,02/04/2018,"R$ 1.380,69","R$ 1.380,69",Ativo,R$,1380.69
Dispensa,HGS VALVULAS CONEXOES E ACESSORIOS,13.595.003/0001-67,Redução concêntrica para tubo,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,17/04/2018,"R$ 1.027,96","R$ 1.027,96",Ativo,R$,1027.96
Dispensa,WIKA DO BRASIL INDUSTRIA E COMERCIO,61.128.500/0001-06,Termômetro dial,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,02/04/2018,"R$ 372,60","R$ 372,60",Ativo,R$,372.60
Dispensa,BRAY CONTROLS INDUSTRIA DE VALVULAS,06.979.206/0001-91,Válvula borboleta wafer,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,20/08/2018,"R$ 4.004,37","R$ 4.004,37",Ativo,R$,4004.37
Dispensa,PETROL INDUSTRIAL SOCIEDADE ANONIMA,15.187.776/0001-30,Niple para tubo produção,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,01/06/2018,"R$ 2.993,83","R$ 2.993,83",Ativo,R$,2993.83
Dispensa,FLOWSERVE DO BRASIL LTDA,33.273.681/0013-54,Anel de vedação específico:Anel elástico:Mola,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",25/01/2018,11/05/2018,"R$ 43.324,83","R$ 43.324,83",Ativo,R$,43324.83
Dispensa,TRANSTURMAR - SERVIÇOS DE PRATICAGE,79.625.323/0001-20,SERVIÇOS DE PRATICAGEM,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",10/01/2018,24/01/2018,"R$ 51.678,19","R$ 0,00",Concluído,R$,51678.19
Dispensa,IMPERIAL COLLEGE LONDON,EXTERNO,Sponsorship of tuition fees for Thomas David Serafini De Oli,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",11/01/2018,11/01/2018,"GBP 4.960,00","GBP 4.960,00",Concluído,GBP,4960.00
Dispensa,"PHOENIX PROD E EQUIPA INDUSTRIAIS,",04.471.106/0001-24,Gel redutor para aterramento.,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,04/04/2018,"R$ 1.059,06","R$ 1.059,06",Ativo,R$,1059.06
Dispensa,FSB COMERCIO E SERVICOS LTDA - ME,02.826.079/0001-30,CÓPIAS DE CHAVES.,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",29/01/2018,31/01/2018,"R$ 617,18","R$ -0,01",Concluído,R$,617.18
Dispensa,TEADIT JUNTAS LTDA,62.948.658/0001-87,"Papelão de fibra aram. 3,20x 1500x1600","Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",29/01/2018,23/02/2018,"R$ 925,44","R$ 925,44",Ativo,R$,925.44
Inexigibilidade,POMPEU COSTA LIMA AGRA,478.532.205-53,SERVIÇO DE ARQUEAÇÃO EXECUTADO PELO ENG.CREDENCIADO PELA REC,"Dec 2745, 2.3, CAPUT - Inviabilidade fática ou jurídica de c",29/01/2018,29/01/2018,"R$ 2.927,04","R$ -585,41",Concluído,R$,2927.04
Inexigibilidade,POMPEU COSTA LIMA AGRA,478.532.205-53,RESSARCIMENTO DE TRANSPORTE P/SERVIÇO DE ARQUEAÇÃO EXECUTADO,"Dec 2745, 2.3, CAPUT - Inviabilidade fática ou jurídica de c",22/01/2018,22/01/2018,"R$ 516,06","R$ 0,00",Concluído,R$,516.06
Dispensa,MILANO EQUIPAMENTOS HIDRAULICOS,02.665.450/0001-29,Mangueira montada,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",27/01/2018,19/03/2018,"R$ 4.380,85","R$ -587,67",Concluído,R$,4380.85
Dispensa,RENIVALDO BISPO DE ARAUJO,04.735.988/0001-98,AQUISIÇÃO DE TELHA CANALETE E HASTE FIXAÇÃO TELHAS. MATERIAI,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,02/02/2018,"R$ 6.263,67","R$ 0,00",Concluído,R$,6263.67
Dispensa,BM3 COMÉRCIO E SERVIÇOS LTDA. - ME,22.572.616/0001-70,Acessórios para válvula de segurança,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",15/02/2018,01/04/2018,"R$ 12.097,24","R$ 12.097,24",Ativo,R$,12097.24
Dispensa,FERRAMENTAS GERAIS COMERCIO E,92.664.028/0026-08,ALICATE,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,28/02/2018,"R$ 1.398,30","R$ -153,81",Concluído,R$,1398.30
Dispensa,COMERCIAL RSONCINI EIRELI - ME,22.988.618/0001-44,mouse e fita,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,02/03/2018,"R$ 405,60","R$ 405,60",Cancelado,R$,405.60
Dispensa,COMERCIAL RSONCINI EIRELI - ME,22.988.618/0001-44,mouse,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,02/03/2018,"R$ 446,94","R$ 446,94",Ativo,R$,446.94
Dispensa,COFIBAM INDUSTRIA E COMERCIO DE,43.563.840/0001-75,Cabo instr naval 250V 06P 1mm² HFXLPE,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,07/03/2018,"R$ 5.998,94","R$ 5.998,94",Ativo,R$,5998.94
Dispensa,TELMA ALVES SONCINI 16904716894,28.700.525/0001-59,Ventoinha p/mot.el ABB,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,01/04/2018,"R$ 199,90","R$ 199,90",Ativo,R$,199.90
Dispensa,PETROBRAS DISTRIBUIDORA S A,34.274.233/0029-03,Querosene de aviação-1 A granel,"Dec 2745, 2.1, F - Subsidiárias ou controladas da PETROBRAS,",26/01/2018,31/01/2018,"R$ 213.946,77","R$ 213.946,77",Ativo,R$,213946.77
Inexigibilidade,ALFA LAVAL LTDA.,43.474.212/0003-85,Kit de reparo e kit de inspeção,"Dec 2745, 2.3, A - Aquisição de materiais, equip, gêneros co",26/01/2018,27/06/2018,"R$ 475.511,34","R$ 475.511,34",Ativo,R$,475511.34
Dispensa,CONESTEEL VALVULAS E CONEXOES,55.783.427/0001-03,Válvula gav. 1  800# ES A105,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,30/07/2018,"R$ 2.686,40","R$ 2.686,40",Ativo,R$,2686.40
Dispensa,ROMA COMERCIO DE METAIS EM GERAL,61.405.627/0001-17,"Perfil U NBR6355 L100xA6,3xH40mm Chapa A240-304 2,00x 1000x2","Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,28/02/2018,"R$ 2.482,04","R$ 2.482,04",Concluído,R$,2482.04
Dispensa,PAC 2 SERVICOS DE ENGENHARIA E,09.204.922/0001-95,Inspeção de fabricação nos EUA atender pedidos da BAKER DO O,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",29/01/2018,29/03/2018,"R$ 62.762,40","R$ 62.762,40",Ativo,R$,62762.40
Dispensa,VALLAIR DO BRASIL INDUSTRIA E,57.839.532/0001-34,Sobressalentes para bombas Vallair.,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",27/01/2018,09/04/2018,"R$ 40.568,11","R$ 12.486,12",Ativo,R$,40568.11
Dispensa,EAGLEBURGMANN DO BRASIL VEDACOES,50.086.453/0001-50,Selos mecanicos. Burgmann.,"Dispensa, Dec. 2745, 2.4, CAPUT - Contratação Direta",27/01/2018,15/06/2018,"R$ 79.389,97","R$ 79.389,97",Ativo,R$,79389.97
Dispensa,COMPANHIA DAS DOCAS DO PARA,04.933.552/0001-03,SERVIÇO DE ATRACAÇÃO / DESATRACAÇÃO NAVIO: ALEXANDROS M,"Dec 2745, 2.1, D - Concessionário de serviço público quando",08/01/2018,08/01/2018,"R$ 11.705,53","R$ 0,00",Concluído,R$,11705.53
Dispensa,ZAFIRA COMERCIO DE MATERIAIS,07.819.356/0001-09,Cabos e condutores,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,08/03/2018,"R$ 22.873,67","R$ 2.115,81",Concluído,R$,22873.67
Dispensa,COMPANHIA DAS DOCAS DO PARA,04.933.552/0001-03,SERVIÇO DE ATRACAÇÃO / DESATRACAÇÃO,"Dec 2745, 2.1, D - Concessionário de serviço público quando",10/01/2018,10/01/2018,"R$ 2.962,85","R$ 0,00",Concluído,R$,2962.85
Dispensa,COMPANHIA DAS DOCAS DO PARA,04.933.552/0001-03,SERVIÇO DE ATRCAÇÃO / DESATRACAÇÃO NAVIO: SANTOS,"Dec 2745, 2.1, D - Concessionário de serviço público quando",10/01/2018,10/01/2018,"R$ 25.275,62","R$ 0,00",Concluído,R$,25275.62
Dispensa,COMPANHIA DAS DOCAS DO PARA,04.933.552/0001-03,SERVIÇO DE ATRACAÇÃO / DESATRACAÇÃO NAVIO: EPIC BALUAN,"Dec 2745, 2.1, D - Concessionário de serviço público quando",10/01/2018,10/01/2018,"R$ 25.635,84","R$ 0,00",Concluído,R$,25635.84
Dispensa,COMPANHIA DAS DOCAS DO PARA,04.933.552/0001-03,SERVIÇO DE ATRACAÇÃO / DESATRACAÇÃO NAVIO: EMP. MONTE DOURAD,"Dec 2745, 2.1, D - Concessionário de serviço público quando",10/01/2018,10/01/2018,"R$ 36,18","R$ 0,00",Concluído,R$,36.18
Dispensa,CONSTRUTORA CONNAGE LTDA - ME,11.467.359/0001-90,Aquisição de brita 2 para o estacionamento de carretas.,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,15/03/2018,"R$ 17.270,06","R$ 0,00",Concluído,R$,17270.06
Dispensa,PIZZANI LUBRIFICANTES LTDA,15.642.942/0001-40,Óleo lubrificante sint. tb 208 L,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,09/02/2018,"R$ 47.637,15","R$ 0,00",Concluído,R$,47637.15
Dispensa,PETROLANE SERVICOS EM PETROLEO LTDA,40.216.020/0001-19,AVALIAÇÃO DE ESTANQUEIDADE DE VÁLVULAS DO ISTEMA DE DRENAGEM,"Dec 2745, 2.1, C - Inexistência interessados à licitação ant",30/01/2018,31/05/2018,"R$ 9.800,00","R$ 9.800,00",Ativo,R$,9800.00
Dispensa,GASCO COMERCIO DE COMPRESSORES LTDA,66.814.542/0001-06,Bomba d'água:Elemento específico,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,28/03/2018,"R$ 1.044,94","R$ 1.044,94",Ativo,R$,1044.94
Dispensa,GUNNEBO INDUSTRIES PRODUTOS PARA,00.841.609/0001-93,Manilha de carga,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,19/03/2018,"R$ 6.836,26","R$ 6.836,26",Ativo,R$,6836.26
Dispensa,WSO4000 METALURGICA COMERCIO ERELI,26.391.158/0001-23,Parafuso auto-brocante:Arruela lisa,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,21/02/2018,"R$ 2.046,59","R$ 0,00",Concluído,R$,2046.59
Dispensa,META OFFSHORE EIRELI - ME,28.606.133/0001-25,Lâmpada de LED,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,02/05/2018,"R$ 2.800,02","R$ 2.800,02",Ativo,R$,2800.02
Dispensa,SUDPAR - SUDESTE PARAFUSOS E,35.954.452/0001-97,Parafuso máquina:Parafuso tipo U,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",07/02/2018,23/04/2018,"R$ 426,51","R$ 426,51",Ativo,R$,426.51
Dispensa,OLIVY INSTALAÇOES E COMERCIO LTDA,17.848.609/0001-18,União macho/fêmea eletroduto,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,05/03/2018,"R$ 1.069,29","R$ 1.069,29",Ativo,R$,1069.29
Dispensa,INFINIT COMERCIO E SERVICOS LTDA -,21.046.474/0001-44,Sinalizador led,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,14/05/2018,"R$ 198,99","R$ 198,99",Cancelado,R$,198.99
Dispensa,GALPERTI DO BRASIL COMERCIAL E,12.143.076/0001-55,Flange pescoço,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,01/06/2018,"R$ 998,32","R$ -51,11",Concluído,R$,998.32
Dispensa,E F MACEDO COMERCIO E SERVICOS,27.292.417/0001-21,Parafuso auto-brocante,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,02/04/2018,"R$ 848,48","R$ 0,00",Concluído,R$,848.48
Dispensa,ITUFLUX INSTRUMENTOS DE MEDICAO,00.498.727/0001-40,PLACAS DE ORIFÍCIO,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,09/04/2018,"R$ 3.566,31","R$ 3.566,31",Ativo,R$,3566.31
Dispensa,ITUFLUX INSTRUMENTOS DE MEDICAO,00.498.727/0001-40,PLACAS DE ORIFÍCIO,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,09/04/2018,"R$ 18.154,60","R$ 18.154,60",Ativo,R$,18154.60
Dispensa,SHERWIN-WILLIAMS DO BRASIL,60.872.306/0001-60,Tinta de acabamento,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,05/03/2018,"R$ 378,98","R$ 378,98",Ativo,R$,378.98
Dispensa,ITUFLUX INSTRUMENTOS DE MEDICAO,00.498.727/0001-40,PLACAS DE ORIFÍCIO,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,09/04/2018,"R$ 3.850,64","R$ 3.850,64",Ativo,R$,3850.64
Dispensa,DORAL BRASIL INTERNATIONAL SUPPLY,23.288.955/0001-91,Disjuntor em caixa moldada,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,14/05/2018,"R$ 3.155,00","R$ 3.155,00",Ativo,R$,3155.00
Dispensa,MEZZALIRA COMERCIO E IMPORTACAO,07.341.362/0002-76,Pilha alcalina,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",28/01/2018,12/03/2018,"R$ 217,87","R$ -34,86",Concluído,R$,217.87
Dispensa,HGS VALVULAS CONEXOES E ACESSORIOS,13.595.003/0001-67,Niple para tubo condução,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,07/04/2018,"R$ 701,22","R$ 701,22",Ativo,R$,701.22
Dispensa,INOX-TECH COMERCIO DE ACOS,49.934.250/0013-21,Redução concêntrica para tubo,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,05/03/2018,"R$ 219,73","R$ 0,00",Concluído,R$,219.73
Dispensa,TUBOS ABC COMERCIO DE PRODUTOS,05.755.311/0001-84,Tubo condução de aço carbono,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,12/02/2018,"R$ 870,09","R$ 870,09",Ativo,R$,870.09
Dispensa,TUBOS ABC COMERCIO DE PRODUTOS,05.755.311/0001-84,Tubo condução de aço carbono,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,12/02/2018,"R$ 1.150,01","R$ 1.150,01",Ativo,R$,1150.01
Dispensa,IKT ENGENHARIA INDUSTRIA E COMERCIO,13.603.312/0001-31,Raquete para flange,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,06/06/2018,"R$ 5.180,00","R$ 5.180,00",Ativo,R$,5180.00
Dispensa,CTJ METROLOGIA COMERCIO E SERVICOS,09.471.199/0001-00,Calibração Rastreada de 32 anemômetros,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,25/02/2018,"R$ 9.504,00","R$ 9.504,00",Concluído,R$,9504.00
Dispensa,CONAUT CONTROLES AUTOMATICOS LTDA,60.659.166/0001-46,Alojamento,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,11/06/2018,"R$ 107.370,04","R$ 107.370,04",Ativo,R$,107370.04
Dispensa,SUDPAR - SUDESTE PARAFUSOS E,35.954.452/0001-97,Arruela lisa,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,02/04/2018,"R$ 1.684,28","R$ 1.684,28",Ativo,R$,1684.28
Dispensa,BORMAX CORREIAS E MANGUEIRAS,56.075.146/0001-50,Correia sincronizadora,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,26/02/2018,"R$ 1.206,25","R$ -156,81",Concluído,R$,1206.25
Dispensa,UPPEL - UNIDADE PAULISTA DE PECAS E,05.155.226/0001-85,Correia trapezoidal,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,14/05/2018,"R$ 1.031,23","R$ 1.031,23",Ativo,R$,1031.23
Dispensa,ELE E EU FILTROS E VEDAÇÕES LTDA-ME,20.464.730/0001-50,Lençol não armado(para juntas),"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,09/04/2018,"R$ 585,00","R$ 585,00",Ativo,R$,585.00
Dispensa,AMMA GESTÃO EMPRESARIAL EIRELI,14.695.799/0001-92,Caneta esferográfica:Clipe de papel:Cola a frio,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,21/02/2018,"R$ 8.509,78","R$ 8.509,78",Ativo,R$,8509.78
Dispensa,ASTM ACESSORIOS SERVICOS TECNICOS,63.034.847/0001-07,Arruela lisa:Parafuso tipo U:Parafuso máquina,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,05/03/2018,"R$ 1.048,08","R$ 1.048,08",Ativo,R$,1048.08
Dispensa,PARKER HANNIFIN INDUSTRIA E,54.823.455/0029-37,União (luva),"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,17/04/2018,"R$ 1.430,85","R$ 1.430,85",Ativo,R$,1430.85
Dispensa,BAHIA CONTROL COMERCIO,34.156.018/0001-07,Conector macho,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",27/01/2018,12/03/2018,"R$ 157,58","R$ -22,06",Concluído,R$,157.58
Dispensa,ELECAB ELÉTRICA EIRELLI - EPP,26.586.992/0001-74,LÂMPADA,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,28/02/2018,"R$ 659,60","R$ 659,60",Ativo,R$,659.60
Dispensa,FOPIL COMERCIO E INDUSTRIA LTDA,55.970.693/0001-37,Adaptador macho:Anilha de compressão simples,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,02/05/2018,"R$ 2.010,45","R$ 2.010,45",Ativo,R$,2010.45
Dispensa,KLEBER AUTO SOCORRO LTDA - ME,14.300.942/0001-08,TRANSPORTE DE CAMINHÃO DE COMBATE A INCÊNDIO,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,31/01/2018,"R$ 280,00","R$ 280,00",Concluído,R$,280.00
Dispensa,G M R EQUIPAMENTOS ELETRICOS LTDA,42.270.058/0001-03,Bloco e Contator SCHNEIDER,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",29/01/2018,22/03/2018,"R$ 11.206,11","R$ 11.206,11",Ativo,R$,11206.11
Dispensa,NEWLAMPS IND. E COM. DE,27.242.700/0001-49,O material será usado no Edivit,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",29/01/2018,30/01/2018,"R$ 110,01","R$ 110,01",Concluído,R$,110.01
Dispensa,M&S COMERCIO DE MATERIAIS,19.749.802/0001-27,Fone de ouvido e mouse.,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,09/03/2018,"R$ 1.108,64","R$ -148,72",Concluído,R$,1108.64
Dispensa,BASE TECK COMERCIO E SERVICOS LTDA,07.005.298/0001-71,LIVROS,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,22/03/2018,"R$ 390,03","R$ 390,03",Ativo,R$,390.03
Dispensa,DELTA P COMERCIO E SERVICO DE,12.431.641/0001-80,AQUISIÇÃO DE BOBINA P/ VÁLVULA SOLENÓIDE PARA ESTOQUE. MATER,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,18/05/2018,"R$ 4.543,74","R$ 4.543,74",Ativo,R$,4543.74
Dispensa,T&M ELETROHIDRAULICA LTDA,12.937.692/0001-88,AQUISIÇÃO DE MÓDULO ESPECÍFICO P/ CONTROLADOR LÓGICO PARA ES,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,28/02/2018,"R$ 4.024,35","R$ 372,25",Concluído,R$,4024.35
Dispensa,CONFORTO ARTEFATOS DE COURO LTDA,90.217.308/0001-86,LUVAS,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,20/03/2018,"R$ 361,59","R$ 361,59",Ativo,R$,361.59
Dispensa,ZEECO DO BRASIL COMERCIO E SERVICOS,13.633.216/0001-36,Atomizador:Isolador em cerãmica,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,23/04/2018,"R$ 26.220,44","R$ 26.220,44",Ativo,R$,26220.44
Dispensa,FAMABRAS INDUSTRIA DE APARELHOS DE,60.949.526/0001-44,Manômetro,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,26/03/2018,"R$ 4.327,11","R$ 4.327,11",Ativo,R$,4327.11
Dispensa,ABRAFER COMERCIAL LTDA,31.690.365/0005-42,Conjunto Lubrifil,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,12/03/2018,"R$ 3.623,49","R$ 3.623,49",Ativo,R$,3623.49
Dispensa,RTS INDUSTRIA E COMERCIO DE,59.420.349/0001-25,Válvula de retenção,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,09/07/2018,"R$ 3.075,27","R$ 3.075,27",Ativo,R$,3075.27
Dispensa,ROLL CENTER ROLAMENTOS E,72.876.030/0001-77,Correia do ventilador MOORE,"Dec 2745, 2.4, CAPUT - Dispensa de licitação por valor confo",26/01/2018,09/04/2018,"R$ 887,10","R$ 887,10",Ativo,R$,887.10
